Frage,Antwort,Kategorie
Wie hoch war das Handelsvolumen?,129201800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,222.6199951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,232.41000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,220.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,100560300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,232.07000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,234.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,226.7899932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,67497000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,216.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,231.8699951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.3300018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,83861900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.6699981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,216.1300048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,205.77999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,82880100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,198.8800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,203.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,182.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,100308800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,200.63999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,202.89999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.6699981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,73783900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,191.75999450683594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,203.49000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,191.47999572753906,Tiefstkurs
Wie hoch war das Handelsvolumen?,71159800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,198.83999633789062,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,200.6999969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.0399932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,65033900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,200.0,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,200.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,195.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,58648300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,197.49000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,199.25999450683594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,194.6699981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,64044900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.8300018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,208.49000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,197.05999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,76247400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.3800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,208.44000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,198.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,70250000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.13999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,215.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,204.82000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,89848500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,216.1199951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,219.8000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,210.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,88765100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,222.72000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.97999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.08999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,76435200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,221.10000610351562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,228.22000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,219.55999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,74001200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,223.27000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,224.66000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,218.86000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,70146000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,210.66000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,224.8000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,210.32000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,79514500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,220.32000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,221.47999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.2100067138672,Tiefstkurs
Wie hoch war das Handelsvolumen?,81525200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,213.2100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,219.08999633789062,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,211.00999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,59301200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,209.2100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,215.66000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,206.94000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,62821400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,205.75,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,211.83999633789062,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,202.58999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,64116400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,206.27999877929688,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,214.88999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,205.97000122070312,Tiefstkurs
Wie hoch war das Handelsvolumen?,62308800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.11000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,214.57000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,207.02999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,63370600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,210.60000610351562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,219.89999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,209.63999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,76714200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,219.41000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.22000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,210.57000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,80651800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,230.1699981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,235.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,222.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,119355000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,210.72999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,233.60000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,210.50999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,112177000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,216.27000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,219.8699951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,213.6699981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,67443500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.1699981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,226.39999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,218.63999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,78891100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,228.1300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,228.47000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,216.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,83548600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,229.80999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,231.4499969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.8300018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,72020000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,230.2899932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,232.6699981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,226.32000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,59515100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.77999877929688,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,229.9600067138672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,54323000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,227.8699951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,234.57000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,226.5500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,66761600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,227.1999969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,235.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,226.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,78010200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,243.9199981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,244.24000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.1300048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,102694600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,238.25,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,243.99000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,235.9199981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,99879100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,250.0,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,250.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,241.9199981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,86927200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,254.27000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,257.19000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,249.0500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,88491000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,257.0199890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,257.04998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,252.27999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,65034300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,254.22000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,261.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,251.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,67142200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,260.4599914550781,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,260.70001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,254.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,70988100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,261.6300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,264.8599853515625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,255.77000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,80705700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,258.0199890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,263.9800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,248.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,87397600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,249.02000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,251.16000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,241.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,93983900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,240.66000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,249.7899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,237.80999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,80729200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,250.0800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,250.9600067138672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,244.5800018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,86573200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,240.8300018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,249.8300018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,240.6999969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,68113300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,244.5,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,246.2100067138672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,240.55999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,56303200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,241.0500030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,247.42999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,239.50999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,66289500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,238.77000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,242.7899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.33999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,83087100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,217.8000030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,223.33999633789062,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.3800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,142628900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,219.16000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,221.91000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,213.74000549316406,Tiefstkurs
Wie hoch war das Handelsvolumen?,86291900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,219.57000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,224.25999450683594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,217.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,62988800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,221.3300018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.82000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,218.92999267578125,Tiefstkurs
Wie hoch war das Handelsvolumen?,49632800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,220.88999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.0800018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,217.89999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,50791800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,220.6999969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.27999877929688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,219.22999572753906,Tiefstkurs
Wie hoch war das Handelsvolumen?,49611900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,218.85000610351562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,220.47999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,215.72999572753906,Tiefstkurs
Wie hoch war das Handelsvolumen?,47329000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,217.97000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,218.22000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,215.25999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,43268700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,213.64999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,218.72000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,212.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,80938900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,260.4800109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,262.1199951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,242.64999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,204491900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,269.19000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,269.489990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,255.32000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,161611900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,262.510009765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,273.5400085449219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,262.239990234375,Tiefstkurs
Wie hoch war das Handelsvolumen?,107653600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,259.5199890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,264.9800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,255.50999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,80521800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,257.54998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,263.3500061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,255.82000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,53993600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,249.85000610351562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,259.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,249.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,66575300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,248.97999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,254.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,246.6300048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,57544800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,242.83999633789062,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,248.89999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,238.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,68802400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,251.44000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,255.27999877929688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,246.2100067138672,Tiefstkurs
Wie hoch war das Handelsvolumen?,69282500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,288.5299987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,289.5899963378906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,275.6199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,165228700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,296.9100036621094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,299.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,285.5199890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,117309200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,321.2200012207031,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,328.7099914550781,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,297.6600036621094,Tiefstkurs
Wie hoch war das Handelsvolumen?,204782800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,350.0,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,358.6400146484375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,336.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,210521600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,328.489990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,345.8399963378906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,323.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,155726000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,330.239990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,344.6000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,322.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,125405600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,311.17999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,329.9800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,310.3699951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,120726100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,320.7200012207031,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,324.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,309.2200012207031,Tiefstkurs
Wie hoch war das Handelsvolumen?,114440300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,338.739990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,348.54998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,330.010009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,126547500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,346.0,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,347.3800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,332.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,88852500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,342.0299987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,346.6000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,334.29998779296875,Tiefstkurs
Wie hoch war das Handelsvolumen?,66340700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,339.6400146484375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,347.989990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,335.2799987792969,Tiefstkurs
Wie hoch war das Handelsvolumen?,58011700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,352.55999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,361.5299987792969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,337.70001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,89140700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,338.5899963378906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,361.92999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,338.20001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,95890900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,338.2300109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,346.9599914550781,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,335.6600036621094,Tiefstkurs
Wie hoch war das Handelsvolumen?,62295900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,332.8900146484375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,342.54998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,326.5899963378906,Tiefstkurs
Wie hoch war das Handelsvolumen?,57896400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,345.1600036621094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,345.45001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,334.6499938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,37167600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,357.0899963378906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,360.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,351.1499938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,77986500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,351.4200134277344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,355.69000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,348.20001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,58267200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,357.92999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,358.1000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,348.6000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,50810900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,369.489990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,375.42999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,359.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,81403600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,389.2200012207031,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,389.489990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,370.79998779296875,Tiefstkurs
Wie hoch war das Handelsvolumen?,81455800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,389.7900085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,404.79998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,378.010009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,96359200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,400.989990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,409.7300109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,390.8500061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,97563600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,424.7699890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,424.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,402.3800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,104287600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,418.1000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,429.29998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,415.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,87752200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,436.2300109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,436.29998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,415.7099914550781,Tiefstkurs
Wie hoch war das Handelsvolumen?,89000200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,463.0199890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,463.19000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,436.1499938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,114083800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,479.8599853515625,Schlusskurs
